source,target,weight,interaction
TRAF5,TNFRSF8,5.0,physical association
TRAF5,TNFRSF9,23.0,physical association
IL2,IL2RA,19.0,physical association
IL2,IL2RG,5.0,physical association
LASP1,CXCR3,6.0,physical association
JAK2,IL2RG,7.0,physical association
PIK3CG,IL1RAP,1.0,physical association
NFATC3,CXCR5,8.0,physical association
CXCR5,POU2F1,8.0,physical association
CXCR5,RXRA,8.0,physical association
ELF1,IL2RA,27.0,physical association
EIF1,IL2RA,4.0,physical association
GATA1,IL2RA,4.0,physical association
FREM1,IL1R1,2.0,physical association
IL2RA,HMGA1,27.0,physical association
IL2RA,IL2RG,3.0,physical association
IL2RA,STAT4,17.0,physical association
IL5,IL5RA,4.0,physical association
GLI2,IL6R,1.0,physical association
GPR75-ASB3,TNFRSF1B,8.0,physical association
IL6ST,IL6R,8.0,physical association
IL1A,IL1R1,3.0,physical association
IL1A,IL1R2,3.0,physical association
IL2RG,IL13RA1,23.0,physical association
IL2RG,IL21,5.0,physical association
IL2RG,IL7,4.0,physical association
IL1R1,IL1RAP,8.0,physical association
IL1R1,IL1RN,3.0,physical association
IL1R1,IRAK4,26.0,physical association
IL1R1,SIGIRR,8.0,physical association
IL1R1,TMED7,21.0,physical association
IL1R2,IL1RAP,2.0,physical association
IL1R2,IL1RN,3.0,physical association
IL1RAP,IL1RL1,4.0,physical association
IL1RAP,TMED7,21.0,physical association
IRAK4,IL1RL1,10.0,physical association
IRAK4,TLR5,1.0,physical association
IRAK4,TNFRSF13B,51.0,physical association
ZFP91,IL6R,4.0,physical association
IL9R,JAK1,2.0,physical association
KRT8,TNFRSF1B,2.0,physical association
TNFRSF14,LTA,2.0,physical association
MAPKAP1,TNFRSF1B,5.0,physical association
TNFSF15,TNFRSF25,1.0,physical association
TNFRSF10C,RAP1A,22.0,physical association
TNFSF12,TNFRSF12A,1.0,physical association
TNFRSF4,TNFRSF9,23.0,physical association
TNFRSF4,TNFSF4,5.0,physical association
