source,target,weight,interaction
APP,RASL10B,2558.0,physical association
APP,RASL11B,2558.0,physical association
APP,RASL12,2558.0,physical association
APP,RBM42,2558.0,physical association
APP,RBM8A,2558.0,physical association
APP,RGL1,2558.0,physical association
APP,RGS10,2558.0,physical association
APP,RGS14,2558.0,physical association
APP,RGS3,2558.0,physical association
APP,RGS5,2558.0,physical association
APP,RIPPLY1,2558.0,physical association
APP,RNF32,2558.0,physical association
APP,RNF41,2558.0,physical association
APP,RNMTL1,2558.0,physical association
APP,RNPC3,2558.0,physical association
APP,ROPN1L,2558.0,physical association
APP,RP9,2558.0,physical association
APP,RPF2,2558.0,physical association
APP,RPL12,2558.0,physical association
APP,RPL23,2558.0,physical association
APP,RPL30,2558.0,physical association
APP,RPL31,2558.0,physical association
APP,RPL36,2558.0,physical association
APP,RPL41,2558.0,physical association
APP,RPS10,2558.0,physical association
APP,RPS11,2558.0,physical association
APP,RPS12,2558.0,physical association
APP,RPS16,2558.0,physical association
APP,RPS19,2558.0,physical association
APP,RPS20,2558.0,physical association
APP,RPS6KB1,2558.0,physical association
APP,RPS9,2558.0,physical association
APP,RPUSD2,2558.0,physical association
APP,RRP15,2558.0,physical association
APP,RSRC2,2558.0,physical association
APP,RTF1,2558.0,physical association
APP,RUSC1,2558.0,physical association
APP,SAMHD1,2558.0,physical association
APP,SART1,2558.0,physical association
APP,SCEL,2558.0,physical association
APP,SCYL1,2558.0,physical association
APP,SDC1,2558.0,physical association
APP,SECISBP2,2558.0,physical association
APP,SENP2,2558.0,physical association
APP,SEPT5,2558.0,physical association
APP,SEPT9,2558.0,physical association
APP,SERBP1,2558.0,physical association
APP,SERP1,2558.0,physical association
APP,SERPIND1,2558.0,physical association
APP,SETBP1,2558.0,physical association
APP,SF3B6,2558.0,physical association
APP,SH3GL2,2558.0,physical association
APP,SH3GLB1,2558.0,physical association
APP,SH3RF2,2558.0,physical association
APP,SHOC2,2558.0,physical association
APP,SIRT5,2558.0,physical association
APP,SIRT7,2558.0,physical association
APP,SIVA1,2558.0,physical association
APP,SLAIN2,2558.0,physical association
APP,SLC4A1AP,2558.0,physical association
APP,SMAD1,2558.0,physical association
APP,SMAD3,2558.0,physical association
APP,SMAP1,2558.0,physical association
APP,SMTNL2,2558.0,physical association
APP,SMUG1,37.0,physical association
APP,SNRNP70,2558.0,physical association
APP,SOCS3,2558.0,physical association
APP,SOCS5,2558.0,physical association
APP,SOX5,2558.0,physical association
APP,SP2,2558.0,physical association
APP,SPANXN3,2558.0,physical association
APP,SPATA2,2558.0,physical association
APP,SPTAN1,37.0,physical association
APP,SPZ1,2558.0,physical association
APP,SRRT,2558.0,physical association
APP,STAC,2558.0,physical association
APP,STAU1,2558.0,physical association
APP,STK25,2558.0,physical association
APP,STK40,2558.0,physical association
APP,STOML2,2558.0,physical association
APP,STXBP1,2558.0,physical association
APP,SURF2,2558.0,physical association
APP,SYCP2L,2558.0,physical association
APP,TAB2,2558.0,physical association
APP,TACO1,2558.0,physical association
APP,TAF1B,2558.0,physical association
APP,TAF6,2558.0,physical association
APP,TAF9B,2558.0,physical association
APP,TARBP2,2558.0,physical association
APP,TASP1,2558.0,physical association
APP,TBC1D10C,2558.0,physical association
APP,TBC1D7,2558.0,physical association
APP,TBCC,2558.0,physical association
APP,TBPL1,2558.0,physical association
APP,TCEA1,2558.0,physical association
APP,TCEAL2,2558.0,physical association
APP,TCEANC,2558.0,physical association
APP,TCF19,2558.0,physical association
APP,TCP10,2558.0,physical association
APP,TCP10L,2558.0,physical association
APP,TCP11,2558.0,physical association
APP,TCP11L1,2558.0,physical association
APP,TEN1-CDK3,2558.0,physical association
APP,TFPT,2558.0,physical association
APP,TGFBR2,2558.0,physical association
APP,TIGD1,2558.0,physical association
APP,TIPIN,2558.0,physical association
APP,TK1,2558.0,physical association
APP,TLE3,2558.0,physical association
APP,TMA7,2558.0,physical association
APP,TOB1,2558.0,physical association
APP,TOM1L2,2558.0,physical association
APP,TOX2,2558.0,physical association
APP,TPD52L3,2558.0,physical association
APP,TPH1,2558.0,physical association
APP,TPRXL,2558.0,physical association
APP,TPT1,2558.0,physical association
APP,TRAF3IP1,2558.0,physical association
APP,TRAPPC2L,2558.0,physical association
APP,TRIM40,2558.0,physical association
APP,TRIM41,2558.0,physical association
APP,TRIM52,2558.0,physical association
APP,TRIM63,2558.0,physical association
APP,TRMT2A,2558.0,physical association
APP,TRPT1,2558.0,physical association
APP,TRUB1,2558.0,physical association
APP,TSLP,2558.0,physical association
APP,TSPY2,2558.0,physical association
APP,TSPYL1,2558.0,physical association
APP,TSSC4,2558.0,physical association
APP,TTLL7,2558.0,physical association
APP,TTPA,2558.0,physical association
APP,TUBB,37.0,physical association
APP,TWF1,2558.0,physical association
APP,UBE2E2,2558.0,physical association
APP,UBE2S,2558.0,physical association
APP,UBXN10,2558.0,physical association
APP,UBXN6,2558.0,physical association
APP,UCHL1,37.0,physical association
APP,UCHL5,2558.0,physical association
APP,UNG,2558.0,physical association
APP,USE1,2558.0,physical association
APP,VCY,2558.0,physical association
APP,VPS33B,2558.0,physical association
APP,WASH2P,2558.0,physical association
APP,WDR5,2558.0,physical association
APP,WHSC1,2558.0,physical association
APP,WIBG,2558.0,physical association
APP,XAF1,2558.0,physical association
APP,XIAP,2.0,physical association
APP,YWHAZ,37.0,physical association
APP,YY1,2558.0,physical association
APP,ZADH2,2558.0,physical association
APP,ZAP70,2558.0,physical association
APP,ZC3H3,2558.0,physical association
APP,ZC3HAV1L,2558.0,physical association
APP,ZFYVE1,2558.0,physical association
APP,ZFYVE27,2558.0,physical association
APP,ZHX2,2558.0,physical association
APP,ZMAT4,2558.0,physical association
APP,ZMYM3,2558.0,physical association
APP,ZMYM5,2558.0,physical association
APP,ZNF2,2558.0,physical association
APP,ZNF22,2558.0,physical association
APP,ZNF365,2558.0,physical association
APP,ZNF410,2558.0,physical association
APP,ZNF574,2558.0,physical association
APP,ZNF622,2558.0,physical association
APP,ZNF684,2558.0,physical association
APP,ZNF706,2558.0,physical association
APP,ZNF740,2558.0,physical association
APP,ZSCAN1,2558.0,physical association
APP,ZW10,2558.0,physical association
EED,ABCF1,4574.0,physical association
EED,ACTG1,4574.0,physical association
EED,ADAR,4574.0,physical association
EED,ADNP,4574.0,physical association
EED,AHCTF1,4574.0,physical association
EED,AR,4574.0,physical association
EED,ARGLU1,4574.0,physical association
EED,CBX3,4574.0,physical association
EED,CBX4,4574.0,physical association
EED,CBX8,4574.0,physical association
EED,CEBPZ,4574.0,physical association
EED,CFL1,4574.0,physical association
EED,CHD4,4574.0,physical association
EED,COMMD3-BMI1,4574.0,physical association
EED,CPSF1,4574.0,physical association
EED,CPSF7,4574.0,physical association
EED,DAD1,4574.0,physical association
EED,DCAF13,4574.0,physical association
EED,DDX17,4574.0,physical association
EED,DDX21,4574.0,physical association
EED,DDX27,4574.0,physical association
EED,DDX39A,4574.0,physical association
EED,DDX39B,4574.0,physical association
EED,DDX3X,4574.0,physical association
EED,DDX5,4574.0,physical association
EED,DDX50,4574.0,physical association
EED,DHX15,4574.0,physical association
EED,DHX9,4574.0,physical association
EED,DSP,4574.0,physical association
EED,EEF1G,4574.0,physical association
EED,EFTUD2,4574.0,physical association
EED,EIF4A3,4574.0,physical association
EED,ELAVL1,4574.0,physical association
EED,ENO1,4574.0,physical association
EED,ERH,4574.0,physical association
EED,EZH2,4574.0,physical association
EED,FBL,4574.0,physical association
EED,FLOT1,4574.0,physical association
EED,FLOT2,4574.0,physical association
EED,GTF2I,4574.0,physical association
EED,GTF3C1,4574.0,physical association
EED,GTF3C3,4574.0,physical association
EED,GTF3C4,4574.0,physical association
EED,H1F0,4574.0,physical association
EED,H2AFY,4574.0,physical association
EED,HCFC1,4574.0,physical association
EED,HDAC2,4574.0,physical association
EED,HEATR1,4574.0,physical association
EED,HIST1H1C,4574.0,physical association
EED,HNRNPA0,4574.0,physical association
EED,HNRNPA1,4574.0,physical association
EED,HNRNPA2B1,4574.0,physical association
EED,HNRNPA3,4574.0,physical association
EED,HNRNPC,4574.0,physical association
EED,HNRNPD,4574.0,physical association
EED,HNRNPF,4574.0,physical association
EED,HNRNPH1,4574.0,physical association
EED,HNRNPH2,4574.0,physical association
EED,HNRNPH3,4574.0,physical association
EED,HNRNPK,4574.0,physical association
EED,HNRNPL,4574.0,physical association
EED,HNRNPM,4574.0,physical association
EED,HNRNPR,4574.0,physical association
EED,HNRNPU,4574.0,physical association
EED,HNRNPUL2,4574.0,physical association
EED,HP1BP3,4574.0,physical association
EED,HSPA8,4574.0,physical association
EED,ILF2,4574.0,physical association
EED,ILF3,4574.0,physical association
EED,IMP3,4574.0,physical association
EED,INTS3,4574.0,physical association
EED,ITGA4,14.0,physical association
EED,ITGAE,14.0,physical association
EED,ITGB7,14.0,physical association
EED,KDM1A,4574.0,physical association
EED,KDM2A,4574.0,physical association
EED,KDM5B,14.0,physical association
EED,KPNB1,4574.0,physical association
EED,KRT1,4574.0,physical association
EED,KRT17,4574.0,physical association
EED,KRT18,4574.0,physical association
EED,KRT19,4574.0,physical association
EED,KRT2,4574.0,physical association
EED,KRT8,4574.0,physical association
EED,LBR,4574.0,physical association
EED,LIG3,4574.0,physical association
EED,LMNB1,4574.0,physical association
EED,M6PR,4574.0,physical association
EED,MAGT1,4574.0,physical association
EED,MATR3,4574.0,physical association
EED,MEN1,4574.0,physical association
EED,MTA1,4574.0,physical association
EED,MYBBP1A,4574.0,physical association
EED,MYH10,4574.0,physical association
EED,NAT10,4574.0,physical association
EED,NIPBL,4574.0,physical association
EED,NOC2L,4574.0,physical association
EED,NONO,4574.0,physical association
EED,NOP2,4574.0,physical association
EED,NOP56,4574.0,physical association
EED,NOP58,4574.0,physical association
EED,NPM3,4574.0,physical association
EED,NUMA1,4574.0,physical association
EED,NUP107,4574.0,physical association
EED,NUP133,4574.0,physical association
EED,NUP160,4574.0,physical association
EED,NUP205,4574.0,physical association
EED,NUP210,4574.0,physical association
EED,NUP93,4574.0,physical association
EED,NXF1,4574.0,physical association
EED,OSTC,4574.0,physical association
EED,PBRM1,4574.0,physical association
EED,PCBP1,4574.0,physical association
EED,PCBP2,4574.0,physical association
EED,PDCD11,4574.0,physical association
EED,PDS5A,4574.0,physical association
EED,PDS5B,4574.0,physical association
EED,PHB,4574.0,physical association
EED,PHC2,4574.0,physical association
EED,PHC3,4574.0,physical association
EED,PKP3,4574.0,physical association
EED,PLEC,4574.0,physical association
EED,PNO1,4574.0,physical association
EED,POLR2A,4574.0,physical association
EED,PPIB,4574.0,physical association
EED,PPP1CB,4574.0,physical association
EED,PRKDC,4574.0,physical association
EED,PRPF19,4574.0,physical association
EED,PRPF40A,4574.0,physical association
EED,PRPF8,4574.0,physical association
EED,PTBP1,4574.0,physical association
EED,PUF60,4574.0,physical association
EED,PWP2,4574.0,physical association
EED,RAB7A,4574.0,physical association
EED,RAC1,4574.0,physical association
EED,RAD50,4574.0,physical association
EED,RALY,4574.0,physical association
EED,RAN,4574.0,physical association
EED,RANBP2,4574.0,physical association
EED,RBM14,4574.0,physical association
EED,RBM39,4574.0,physical association
EED,RBMX,4574.0,physical association
EED,RFC5,4574.0,physical association
EED,RPL11,4574.0,physical association
EED,RPL13A,4574.0,physical association
EED,RPL14,4574.0,physical association
EED,RPL18,4574.0,physical association
EED,RPL22,4574.0,physical association
EED,RPL23,4574.0,physical association
EED,RPL24,4574.0,physical association
EED,RPL27A,4574.0,physical association
EED,RPL30,4574.0,physical association
EED,RPL31,4574.0,physical association
EED,RPL7,4574.0,physical association
EED,RPL7A,4574.0,physical association
EED,RPL8,4574.0,physical association
EED,RPS14,4574.0,physical association
EED,RPS16,4574.0,physical association
EED,RPS23,4574.0,physical association
EED,RPS3,4574.0,physical association
EED,RPS4X,4574.0,physical association
EED,RPS8,4574.0,physical association
EED,RSL1D1,4574.0,physical association
EED,RYBP,4574.0,physical association
EED,SAFB,4574.0,physical association
EED,SCAF4,4574.0,physical association
EED,SF3B1,4574.0,physical association
EED,SF3B3,4574.0,physical association
EED,SFPQ,4574.0,physical association
EED,SMARCA1,4574.0,physical association
EED,SMARCA4,4574.0,physical association
EED,SMARCA5,4574.0,physical association
EED,SMC1A,4574.0,physical association
EED,SMC3,4574.0,physical association
EED,SMCHD1,4574.0,physical association
EED,SNRNP200,4574.0,physical association
EED,SNRPA,4574.0,physical association
EED,SNRPD1,4574.0,physical association
EED,SNRPD2,4574.0,physical association
EED,SNRPD3,4574.0,physical association
EED,SNRPF,4574.0,physical association
EED,SON,4574.0,physical association
EED,SRSF1,4574.0,physical association
EED,SRSF10,4574.0,physical association
EED,SRSF3,4574.0,physical association
EED,SRSF6,4574.0,physical association
EED,SRSF7,4574.0,physical association
EED,SRSF9,4574.0,physical association
EED,SSRP1,4574.0,physical association
EED,SUPT16H,4574.0,physical association
EED,SYNCRIP,4574.0,physical association
EED,TAF15,4574.0,physical association
EED,TARDBP,4574.0,physical association
EED,TBL3,4574.0,physical association
EED,THOC2,4574.0,physical association
EED,TM7SF2,4574.0,physical association
EED,TOP1,4574.0,physical association
EED,TRA2A,4574.0,physical association
EED,TRA2B,4574.0,physical association
EED,TRIM28,4574.0,physical association
EED,TRIP12,4574.0,physical association
EED,TRRAP,4574.0,physical association
EED,TUBA1B,4574.0,physical association
EED,UTP20,4574.0,physical association
EED,VARS,4574.0,physical association
EED,WDR3,4574.0,physical association
EED,XRCC6,4574.0,physical association
EED,ZMYM2,4574.0,physical association
EED,ZNF326,4574.0,physical association
EED,ZNF638,4574.0,physical association
EED,ZNF687,4574.0,physical association
ABCG2,GLI1,1.0,physical association
ABHD14A,NUDT1,619.0,physical association
ABHD2,SP1,137.0,physical association
AES,ABI2,619.0,physical association
AES,ARHGAP32,619.0,physical association
AES,BAHD1,619.0,physical association
AES,BCL6,619.0,physical association
AES,BIRC7,619.0,physical association
AES,BYSL,619.0,physical association
AES,C1orf109,619.0,physical association
AES,C1orf216,619.0,physical association
AES,C1orf94,619.0,physical association
AES,C6orf165,619.0,physical association
AES,CALCOCO2,619.0,physical association
AES,CARD9,619.0,physical association
AES,CCDC57,619.0,physical association
AES,CCNJL,619.0,physical association
AES,CCNK,619.0,physical association
AES,CIB3,619.0,physical association
AES,CPSF7,619.0,physical association
AES,CRX,619.0,physical association
AES,DDX6,619.0,physical association
AES,DIP2A,619.0,physical association
AES,EAF1,619.0,physical association
AES,EIF4E2,619.0,physical association
AES,FAM124A,619.0,physical association
AES,FAM124B,619.0,physical association
AES,FBF1,619.0,physical association
AES,FOXP2,619.0,physical association
AES,FRS3,619.0,physical association
AES,FSD2,619.0,physical association
AES,GFAP,619.0,physical association
AES,GOLGA2,619.0,physical association
AES,GORASP2,619.0,physical association
AES,GRB2,619.0,physical association
AES,HNRNPF,619.0,physical association
AES,HOMEZ,619.0,physical association
AES,IKZF3,619.0,physical association
AES,KANK2,619.0,physical association
AES,KIFC3,619.0,physical association
AES,KRT13,619.0,physical association
AES,KRT15,619.0,physical association
AES,KRT31,619.0,physical association
AES,KRT40,619.0,physical association
AES,KRTAP10-3,619.0,physical association
AES,KRTAP10-7,619.0,physical association
AES,KRTAP10-8,619.0,physical association
AES,KRTAP10-9,619.0,physical association
AES,L3MBTL2,619.0,physical association
AES,LDOC1,619.0,physical association
AES,LINC00526,619.0,physical association
AES,LMO1,619.0,physical association
AES,LMO2,619.0,physical association
AES,LMO4,619.0,physical association
AES,LSM2,619.0,physical association
AES,MAGOHB,619.0,physical association
AES,MBNL1,619.0,physical association
AES,MED4,619.0,physical association
AES,MFAP1,619.0,physical association
AES,MLX,619.0,physical association
AES,MORF4L2,619.0,physical association
AES,MTUS2,619.0,physical association
AES,MYO15B,619.0,physical association
AES,NAB2,619.0,physical association
AES,NCDN,619.0,physical association
AES,NEK6,619.0,physical association
AES,NOTCH2NL,619.0,physical association
AES,NUDT22,619.0,physical association
AES,OLIG3,619.0,physical association
AES,OSGIN1,619.0,physical association
AES,PARVG,619.0,physical association
AES,PPP1R16A,619.0,physical association
AES,PRKAA1,619.0,physical association
AES,PRKAA2,619.0,physical association
AES,PRPF31,619.0,physical association
AES,PRR3,619.0,physical association
AES,QARS,619.0,physical association
AES,RBM10,619.0,physical association
AES,RBPMS,619.0,physical association
AES,REL,619.0,physical association
AES,RFX6,619.0,physical association
AES,RHOXF2,619.0,physical association
AES,RIMBP3,619.0,physical association
AES,RNF31,619.0,physical association
AES,SCNM1,619.0,physical association
AES,SDCBP,619.0,physical association
AES,SIX1,619.0,physical association
AES,SKIL,619.0,physical association
AES,SMAD3,619.0,physical association
AES,SNRPC,619.0,physical association
AES,SOX5,619.0,physical association
AES,SRPK2,619.0,physical association
AES,STK16,619.0,physical association
AES,STX11,619.0,physical association
AES,TBX3,619.0,physical association
AES,TCF4,619.0,physical association
AES,TMCC2,619.0,physical association
AES,TRAF1,619.0,physical association
AES,TRAF2,619.0,physical association
AES,TRIM26,619.0,physical association
AES,TRIM27,619.0,physical association
AES,TRIM41,619.0,physical association
AES,TSC22D4,619.0,physical association
AES,TSGA10,619.0,physical association
AES,TSSK3,619.0,physical association
AES,U2AF2,619.0,physical association
AES,UBXN11,619.0,physical association
AES,VPS37B,619.0,physical association
AES,VPS37C,619.0,physical association
AES,ZBTB24,619.0,physical association
AES,ZGPAT,619.0,physical association
AES,ZNF576,619.0,physical association
ACTN3,ABI3,619.0,physical association
ACTN3,ACTN1,619.0,physical association
ACTN3,ACTN4,619.0,physical association
ACTN3,C1orf94,619.0,physical association
ACTN3,KCTD6,619.0,physical association
ACTN3,NEBL,619.0,physical association
ACTN3,PLEKHG2,619.0,physical association
ACTN3,REL,619.0,physical association
ACTN3,RNF111,619.0,physical association
ACTN3,SUMO1P1,619.0,physical association
ACTN3,TRAF1,619.0,physical association
ACTN3,TRAF2,619.0,physical association
BTK,ABL1,3.0,physical association
BTK,BCL6,30.0,physical association
BTK,FAS,2.0,physical association
BTK,IKZF1,9.0,physical association
BTK,IRAK1,14.0,physical association
BTK,MYD88,14.0,physical association
BTK,PRKCB,4.0,physical association
BTK,STAT3,3.0,physical association
BTK,STAT5A,5.0,physical association
BTK,TIRAP,2.0,physical association
BTK,TLR4,14.0,physical association
BTK,TLR6,14.0,physical association
BTK,TLR8,14.0,physical association
BTK,TLR9,14.0,physical association
BTK,WAS,4.0,physical association
ABL1,CSF1,8.0,physical association
ABL1,GRAP,13.0,physical association
ABL1,GRB2,13.0,physical association
ABL1,JUN,8.0,physical association
ABL1,MAVS,14.0,physical association
ABL1,MTOR,5.0,physical association
ABL1,PLCG1,89.0,physical association
ABL1,TERT,5.0,physical association
ABL1,TP53,2.0,physical association
GRAP,EPOR,13.0,physical association
GRAP,KIT,13.0,physical association
GRAP,SOS1,13.0,physical association
GRB2,ADAM15,13.0,physical association
GRB2,AXL,20.0,physical association
GRB2,CAT,5.0,physical association
GRB2,CD22,7.0,physical association
GRB2,CD300LB,5.0,physical association
GRB2,CDKN1B,50.0,physical association
GRB2,EGFR,46.0,physical association
GRB2,EPOR,13.0,physical association
GRB2,ERRFI1,3695.0,physical association
GRB2,FGFR2,3.0,physical association
GRB2,GAB1,50.0,physical association
GRB2,GAB2,50.0,physical association
GRB2,IL6ST,13.0,physical association
GRB2,IL7R,111.0,physical association
GRB2,IRF5,788.0,physical association
GRB2,IRS4,2.0,physical association
GRB2,KIT,13.0,physical association
GRB2,LAT2,1.0,physical association
GRB2,LY9,4.0,physical association
GRB2,MERTK,3.0,physical association
GRB2,PIK3R1,3.0,physical association
GRB2,PLCG2,8.0,physical association
GRB2,PNRC1,2.0,physical association
GRB2,PRKAB1,1.0,physical association
GRB2,PSEN1,7.0,physical association
GRB2,PTK2,5.0,physical association
GRB2,PTK2B,5.0,physical association
GRB2,PTPN11,5.0,physical association
GRB2,PTPN6,13.0,physical association
GRB2,SELL,2.0,physical association
GRB2,SHC1,14.0,physical association
GRB2,SOS1,13.0,physical association
GRB2,SOS2,8.0,physical association
GRB2,SPRY2,42.0,physical association
GRB2,SPRY3,42.0,physical association
GRB2,TGFBR2,1.0,physical association
GRB2,VAV1,13.0,physical association
GRB2,WAS,3.0,physical association
MAVS,ATG12,26.0,physical association
MAVS,ATG16L1,3.0,physical association
MAVS,ATG5,26.0,physical association
MAVS,AZI2,4.0,physical association
MAVS,BAG6,788.0,physical association
MAVS,BIRC2,18.0,physical association
MAVS,BIRC3,18.0,physical association
MAVS,C1QBP,4.0,physical association
MAVS,CALCOCO2,788.0,physical association
MAVS,CASP1,2.0,cleavage reaction
MAVS,CASP3,2.0,cleavage reaction
MAVS,CASP8,28.0,physical association
MAVS,CDC37,788.0,physical association
MAVS,CHUK,5.0,physical association
MAVS,COX5B,2.0,physical association
MAVS,CYLD,32.0,physical association
MAVS,DDX3X,4.0,physical association
MAVS,DDX58,788.0,physical association
MAVS,DHX58,9.0,physical association
MAVS,ELF4,23.0,physical association
MAVS,FADD,11.0,physical association
MAVS,HECTD3,788.0,physical association
MAVS,IFIH1,788.0,physical association
MAVS,IFIT3,8.0,physical association
MAVS,IKBKB,788.0,physical association
MAVS,IKBKE,9.0,physical association
MAVS,IRF5,788.0,physical association
MAVS,IRF7,19.0,physical association
MAVS,ITCH,18.0,physical association
MAVS,LONP1,2.0,physical association
MAVS,MAP2K7,4.0,physical association
MAVS,MAP3K14,5.0,physical association
MAVS,MAP3K7,19.0,physical association
MAVS,MARCH5,1.0,physical association
MAVS,MFN1,8.0,physical association
MAVS,MFN2,8.0,physical association
MAVS,MUL1,7.0,physical association
MAVS,NDFIP1,8.0,physical association
MAVS,NLRP3,1.0,physical association
MAVS,NLRX1,3.0,physical association
MAVS,OAS3,788.0,physical association
MAVS,PCBP1,4.0,physical association
MAVS,PCBP2,18.0,physical association
MAVS,PDS5A,788.0,physical association
MAVS,PLK1,8.0,physical association
MAVS,PSMA7,5.0,physical association
MAVS,RAB1B,2.0,physical association
MAVS,RIPK1,28.0,physical association
MAVS,RIPK2,788.0,physical association
MAVS,RNF125,20.0,physical association
MAVS,RNF5,8.0,physical association
MAVS,STAT1,788.0,physical association
MAVS,TANK,14.0,physical association
MAVS,TBK1,788.0,physical association
MAVS,TICAM1,19.0,physical association
MAVS,TOMM70A,28.0,physical association
MAVS,TRADD,6.0,physical association
MAVS,TRAF2,788.0,physical association
MAVS,TRAF3,37.0,physical association
MAVS,TRAF5,8.0,physical association
MAVS,TRAF6,788.0,physical association
MAVS,TRIM14,11.0,physical association
MAVS,TSPAN6,16.0,physical association
MAVS,UBE2D3,18.0,ubiquitination reaction
MAVS,UBE4A,788.0,physical association
MAVS,WDR5,18.0,physical association
MTOR,AKT1S1,70.0,physical association
MTOR,ATG13,20.0,phosphorylation reaction
MTOR,CHUK,23.0,physical association
MTOR,CLIP1,6.0,physical association
MTOR,DAP,2.0,phosphorylation reaction
MTOR,EIF3B,20.0,physical association
MTOR,EIF4EBP1,23.0,phosphorylation reaction
MTOR,FKBP1A,4.0,physical association
MTOR,FKBP8,15.0,physical association
MTOR,GPHN,3.0,physical association
MTOR,HSPA1B,33.0,physical association
MTOR,IKBKB,23.0,physical association
MTOR,IRS1,3.0,physical association
MTOR,MAPKAP1,86.0,physical association
MTOR,MLST8,86.0,physical association
MTOR,PML,6.0,physical association
MTOR,PREX1,18.0,physical association
MTOR,PREX2,18.0,physical association
MTOR,PRKAR1A,1.0,physical association
MTOR,PRKCD,4.0,physical association
MTOR,PRR5,86.0,physical association
MTOR,PRR5L,86.0,physical association
MTOR,RHEB,33.0,physical association
MTOR,RHEBL1,10.0,physical association
MTOR,RICTOR,86.0,physical association
MTOR,RPS6KB1,2.0,physical association
MTOR,RPTOR,86.0,physical association
MTOR,RRAGB,23.0,physical association
MTOR,RRAGC,23.0,physical association
MTOR,SGK1,25.0,phosphorylation reaction
MTOR,STAT1,6.0,physical association
MTOR,STAT3,6.0,physical association
MTOR,SUZ12,4574.0,physical association
MTOR,TELO2,28.0,physical association
MTOR,TERT,10.0,physical association
MTOR,TRAF2,434.0,physical association
MTOR,TSC2,20.0,phosphorylation reaction
MTOR,UBQLN1,7.0,physical association
MTOR,ULK1,20.0,phosphorylation reaction
MTOR,ULK2,20.0,phosphorylation reaction
MTOR,YWHAQ,3.0,physical association
MTOR,YWHAZ,647.0,physical association
PLCG1,ABL2,89.0,physical association
PLCG1,ADNP,89.0,physical association
PLCG1,AFF2,89.0,physical association
PLCG1,AIRE,89.0,physical association
PLCG1,AKAP2,89.0,physical association
PLCG1,AR,7.0,physical association
PLCG1,ARHGEF11,89.0,physical association
PLCG1,ASAP1,89.0,physical association
PLCG1,ASAP2,89.0,physical association
PLCG1,AXL,44.0,physical association
PLCG1,CAST,89.0,physical association
PLCG1,CD22,7.0,physical association
PLCG1,CD33,25.0,physical association
PLCG1,CHAF1A,89.0,physical association
PLCG1,CKAP5,89.0,physical association
PLCG1,CSMD2,89.0,physical association
PLCG1,DLGAP1,89.0,physical association
PLCG1,DLGAP3,89.0,physical association
PLCG1,DLX4,89.0,physical association
PLCG1,DTNBP1,89.0,physical association
PLCG1,DUSP15,89.0,physical association
PLCG1,EFS,89.0,physical association
PLCG1,EPX,89.0,physical association
PLCG1,EXTL3,89.0,physical association
PLCG1,F2RL2,89.0,physical association
PLCG1,FANCA,89.0,physical association
PLCG1,FCGR2B,89.0,physical association
PLCG1,FCGR2C,89.0,physical association
PLCG1,FLNA,89.0,physical association
PLCG1,FLNB,89.0,physical association
PLCG1,FLNC,89.0,physical association
PLCG1,GHR,89.0,physical association
PLCG1,ID4,89.0,physical association
PLCG1,IL3RA,89.0,physical association
PLCG1,JAK2,89.0,physical association
PLCG1,LIG3,89.0,physical association
PLCG1,MAP4,89.0,physical association
PLCG1,MAP4K1,89.0,physical association
PLCG1,MAPT,3.0,physical association
PLCG1,MEPE,89.0,physical association
PLCG1,NELFB,89.0,physical association
PLCG1,NFAT5,7.0,physical association
PLCG1,PDIA2,89.0,physical association
PLCG1,PHACTR2,89.0,physical association
PLCG1,PPFIA4,89.0,physical association
PLCG1,RAG1,89.0,physical association
PLCG1,RGS7,89.0,physical association
PLCG1,RIN3,89.0,physical association
PLCG1,RPL13,89.0,physical association
PLCG1,RRAS,89.0,physical association
PLCG1,RYR1,89.0,physical association
PLCG1,SEC24B,89.0,physical association
PLCG1,SELE,2.0,physical association
PLCG1,SERPINC1,89.0,physical association
PLCG1,SHANK2,89.0,physical association
PLCG1,SHANK3,89.0,physical association
PLCG1,SLC23A1,89.0,physical association
PLCG1,SNX17,89.0,physical association
PLCG1,SNX7,89.0,physical association
PLCG1,SOS1,89.0,physical association
PLCG1,SOS2,89.0,physical association
PLCG1,SPEN,89.0,physical association
PLCG1,SUV39H2,89.0,physical association
PLCG1,SYK,7.0,physical association
PLCG1,TDRD1,89.0,physical association
PLCG1,TGOLN2,89.0,physical association
PLCG1,TRAIP,89.0,physical association
PLCG1,ZP2,89.0,physical association
TP53,ATM,68.0,phosphorylation reaction
TP53,BAD,1.0,physical association
TP53,BARD1,62.0,physical association
TP53,BAX,10.0,physical association
TP53,BBC3,23.0,physical association
TP53,CCL18,2592.0,physical association
TP53,CCNB1,6.0,physical association
TP53,CDKN1A,28.0,physical association
TP53,CDKN2A,8.0,physical association
TP53,CEBPZ,14.0,physical association
TP53,CHEK1,23.0,physical association
TP53,DHFR,6.0,physical association
TP53,E2F1,5.0,physical association
TP53,EP300,14.0,physical association
TP53,ETS1,6.0,physical association
TP53,FAS,5.0,physical association
TP53,FXN,1.0,physical association
TP53,GADD45A,23.0,physical association
TP53,HNRNPK,28.0,physical association
TP53,IFI16,3.0,physical association
TP53,IGFBP3,5.0,physical association
TP53,IKBKB,3.0,physical association
TP53,IRF2BP2,3.0,physical association
TP53,IRF5,1.0,physical association
TP53,IRF7,1.0,physical association
