node,type,degree,in_degree,out_degree,betweenness,closeness,pagerank,kcore,community
ITGAE,protein,1,,,0.0,0.001092631046128996,2.6454003416285915e-05,1,6
EEF2,protein,6,,,0.0004669811489860903,0.0011270321060746146,0.0002723996915567363,5,7
EFCAB6,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
EFEMP2,protein,2,,,0.0,0.0002541028558494477,0.00024062921796805332,2,19
EFHD2,protein,2,,,0.0,0.0011282164753586177,6.0763839719656915e-05,2,4
EFNA2,protein,1,,,0.0,0.0010965549528137628,4.295978035750113e-05,1,0
ITGB4,protein,4,,,0.0,0.0011280607244476125,6.180313296875282e-05,4,2
SOCS4,protein,5,,,6.408757461601804e-05,0.0011215457783032077,3.526459133043004e-05,5,0
EGLN1,protein,7,,,1.2214857138389992e-07,0.0010962750235259098,0.00014321678814803787,4,2
EGLN3,protein,6,,,0.0,0.0010962524967333613,0.00012417402934060832,4,2
HIF1AN,protein,9,,,0.0006827933418504784,0.0010949211632869716,0.00019845593208021284,4,2
EGLN2,protein,5,,,1.2214857138389994e-07,0.001094509697860553,0.00011922991765168566,4,2
ELF2,protein,2,,,0.0,0.001116861652730649,8.840266250512904e-05,2,0
ELOF1,protein,2,,,0.0,0.001120017347550045,8.694223175447794e-05,2,0
EMC2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
ETS2,protein,4,,,3.629557549693027e-07,0.001120043574848767,9.314545918276923e-05,4,0
EVL,protein,4,,,0.00020005721763046276,0.0011274200521422743,4.2754386858000696e-05,4,0
FAH,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
FOSL2,protein,7,,,0.0005170037784607163,0.0011259390961051823,0.00011049054007638012,6,0
GADD45B,protein,4,,,0.0,0.0011227845260001542,7.009635634398183e-05,4,0
GDAP1,protein,2,,,0.0,0.0008609486026329397,0.00016126843128104476,2,8
GLYCTK,protein,1,,,0.0,0.0010568176948301492,3.9560014916558745e-05,1,0
GSDMB,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
GTPBP4,protein,5,,,3.847679998592849e-06,0.000865716956419494,0.00028859448609358247,5,7
H2AFV,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
HBP1,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
HDAC9,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
HERC5,protein,3,,,0.0,0.001121612434887626,0.00011199506004480116,3,5
HMGCS1,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
HOXA2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
HOXB7,protein,3,,,0.0005723496418966421,0.001125114169405471,9.098171573070703e-05,3,0
HSD17B2,protein,2,,,0.0,0.0008612114643212754,0.0001760821618405676,2,13
HSF4,protein,4,,,0.0,0.0011142658596987754,0.00011777394246036681,4,0
HTN3,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
IFITM2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
IL15,cytokine,4,,,0.0003400264323110216,0.001125351728417843,0.0001910926695314894,3,3
IL27,cytokine,5,,,0.00015531818016311302,0.0011290579064160285,4.1276980967605367e-05,5,0
IMPDH2,protein,2,,,0.0,0.0011210898240229103,5.957446344406819e-05,2,0
ISL2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
ITPK1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
KANK2,protein,2,,,0.0,0.0008609486026329397,0.00012888336935191667,2,2
KCNK3,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
KDSR,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
KIF15,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
KIF20A,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
KIR2DL4,protein,11,,,0.00011145749631887895,0.001123516166418621,0.0001407756587679573,6,0
KISS1R,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
KLF10,protein,3,,,0.0,0.0011148334208654054,5.5324250371632864e-05,3,0
KLF11,protein,2,,,0.0,0.00112417518520294,4.1133731003544915e-05,2,0
KLF2,protein,1,,,0.0,0.0010568176948301492,3.9560014916558745e-05,1,0
KMT2E,protein,2,,,0.0,0.0011227647590189606,6.0470787675927896e-05,2,0
KRT85,protein,2,,,0.0,0.0008609486026329397,0.0001702805066896085,2,2
KRT86,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
KRTAP12-1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
LIMK1,protein,3,,,0.0,0.0008609486026329397,0.00017173174557064458,3,3
LONP1,protein,3,,,0.0,0.0011257650142430012,0.0001119715543144665,3,0
LRRC29,protein,1,,,0.0,0.0010568176948301492,3.9560014916558745e-05,1,0
MAGI2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
MAP2K2,protein,2,,,0.0,0.0011222388041083478,5.918477070242116e-05,2,0
MAP2K5,protein,4,,,4.863548950602282e-06,0.001124702729149553,9.482441507285231e-05,4,0
MAP4,protein,6,,,0.0,0.0010216463915173554,0.0003118367831309741,4,15
MAX,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
MCHR1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
MCM7,protein,8,,,0.001121089282492496,0.001059116659097981,0.0003758978818170318,5,7
METTL7B,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
MGARP,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
MIR10A,protein,1,,,0.0,0.0010799972702931649,3.5108493522290034e-05,1,0
MIR132,protein,1,,,0.0,0.0010799972702931649,3.5108493522290034e-05,1,0
MIR142,protein,1,,,0.0,0.0010799972702931649,3.5108493522290034e-05,1,0
MIR17HG,protein,2,,,0.0,0.001119081656390963,3.782492040772846e-05,2,0
MIR212,protein,1,,,0.0,0.0010799972702931649,3.5108493522290034e-05,1,0
MIR24-2,protein,1,,,0.0,0.0010799972702931649,3.5108493522290034e-05,1,0
MIR92B,protein,1,,,0.0,0.0010799972702931649,3.5108493522290034e-05,1,0
MOAP1,protein,1,,,0.0,0.0010568176948301492,3.9560014916558745e-05,1,0
MRPS30,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
MUC16,protein,3,,,0.0,0.0011263082271633898,9.306962952015153e-05,3,0
MVP,protein,2,,,0.0,0.0011270485894947979,8.788486101740425e-05,2,0
NAB2,protein,2,,,0.0,0.0009761567832626313,9.883559994060289e-05,2,2
NDRG1,protein,4,,,0.0,0.001123107030564236,0.00012406318103130534,3,8
NDUFB9,protein,2,,,0.0,0.0008609486026329397,0.0002485366466584536,2,11
NFIC,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
NFIX,protein,5,,,0.0,0.001110375715872957,0.00014780966545314338,4,5
NPBWR1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
NR4A1,protein,3,,,0.0003419649107502219,0.0010568418509530472,0.0003734536889019076,2,5
OSM,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
PAK6,protein,2,,,0.0,0.0008609486026329397,0.00016700159159830199,2,3
PAX6,protein,1,,,0.0,0.0010568176948301492,3.9560014916558745e-05,1,0
PBX4,protein,1,,,0.0,0.0010568176948301492,3.9560014916558745e-05,1,0
PCM1,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
PDE6B,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
PENK,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
PGM2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
PNMA1,protein,3,,,0.0,0.0008618408725578608,0.0001453431074247311,3,2
POLR3E,protein,2,,,0.004093318449006414,0.0008619316474021185,0.00012195648191324847,2,0
POU4F1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
PPIL2,protein,2,,,0.0,0.0010568176948301492,8.727601546931072e-05,2,2
PPP1R35,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
PRKACA,protein,6,,,0.007377314279612445,0.0011252624893989878,9.956221827670027e-05,4,0
PRKCSH,protein,2,,,0.0,0.0011194542093009845,9.102871422671897e-05,2,0
PRKX,protein,2,,,0.0,0.0011204172211113897,8.712552990128036e-05,2,0
PSD3,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
PTPN13,protein,5,,,0.0036093781507278784,0.0011277706698825914,8.861983351094157e-05,5,0
PTPRO,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
QRICH1,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
RAD51,protein,2,,,0.0,0.0009900871136384365,6.087982284368986e-05,2,0
RAPGEF6,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
RGS11,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
RNF139,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
RRAS2,protein,4,,,1.8139062850509143e-05,0.0011004141634334086,0.00014386365275784025,3,0
RUNDC3B,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SARNP,protein,2,,,0.0,0.0009761567832626313,0.00015261033624944204,2,5
SEMA3B,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SENP1,protein,2,,,0.0,0.0008609486026329397,0.00011123017414534608,2,5
SERPINB13,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SLC15A1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SLC18A1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SLC24A1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SLC45A2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SLC6A12,protein,2,,,0.0,0.0009300060973653217,0.00012723676345130144,2,0
SLC6A6,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SMAD1,protein,8,,,0.0006847159195446934,0.001114215512368328,0.000596714049101855,5,2
SMPD1,protein,2,,,0.0,0.0009761567832626313,9.101998285825768e-05,2,4
SNX25,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SOCS1,protein,10,,,0.001043730823019666,0.0011248046488831708,5.995324557460357e-05,7,1
SORD,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SOX5,protein,3,,,0.0,0.0010568176948301492,0.00016195269247516332,3,3
SS18,protein,1,,,0.0,0.0011256734258499456,2.6873178942892928e-05,1,0
SSRP1,protein,4,,,0.0010172166579137019,0.001126334292618958,0.00018875658003607976,4,6
STAP1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
STC1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
SUPT16H,protein,4,,,0.0009930312407796897,0.001125846108675157,0.00021482476728432965,4,6
TAF6,protein,3,,,0.0,0.0011214881970206632,0.00016871335133712936,3,3
TBCA,protein,2,,,0.0,0.0008609486026329397,0.00018265810566075582,2,5
TCF7,protein,2,,,0.0,0.0011255160930578837,4.0492146014029885e-05,2,0
TM2D2,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
TM9SF2,protein,2,,,0.0,0.0008609486026329397,0.0001335217126918339,2,1
TMEM74B,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
TMEM97,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
TMEM98,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
TNP2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
TOMM22,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
TRAPPC9,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
TRPV5,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
UBP1,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
VPS35,protein,3,,,0.0,0.0008609486026329397,0.00022947859938790511,3,1
WT1,protein,2,,,0.0010255282865365143,0.0010568901665118746,7.331275510864611e-05,1,0
ZCWPW1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
ZDHHC13,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
ZNF146,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
ZNF207,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
ZNF410,protein,2,,,0.0,0.0008609486026329397,0.00016700159159830199,2,3
ZNF536,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
ZNF74,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
EGR4,protein,4,,,0.0,0.0010815608605282486,8.646291423499823e-05,4,0
HDAC1,protein,36,,,0.010323671291514736,0.0011298214446879655,0.0002677812703300943,9,8
EIF1,protein,2,,,0.0,0.0011229192781041619,0.00010768133793589228,2,3
EIF1B,protein,1,,,0.0,0.0010764248162728638,5.02971611332645e-05,1,10
ENSG00000278815,protein,1,,,0.0,0.00112520772054014,2.6276179614768748e-05,1,9
TYK2,protein,12,,,0.008229854861857087,0.001128399118828217,6.26009240996039e-05,8,1
EIF3D,protein,11,,,0.0017036061250912525,0.001086137503238216,0.00021651649792325063,4,7
EIF3F,protein,2,,,0.0,0.0010745142405648798,4.884975881199276e-05,2,5
EIF3G,protein,3,,,0.0006977811301937914,0.0011207838718531244,0.00012256808246904864,2,3
EIF4A1,protein,2,,,0.0,0.0008277725274990654,0.00012916092798606336,2,16
POLDIP3,protein,2,,,0.00032638386493697726,0.001105260417176759,2.7259794959950028e-05,2,9
SMG1,protein,10,,,0.0016964855890628698,0.001075689593048961,0.00011211394177251532,3,0
EIF4B,protein,3,,,0.0,0.0010779466571727825,7.089263053226721e-05,3,4
EIF4ENIF1,protein,1,,,0.0,0.00025396487664408737,0.00013596093956973247,1,16
MKNK2,protein,3,,,3.679463966001306e-05,0.001122919050838986,6.267707127602311e-05,3,4
LEO1,protein,3,,,6.019452514805448e-06,0.001115703010329628,4.3903516665931016e-05,3,5
EIF4G1,protein,5,,,0.0,0.0011179702145723198,0.00015895204312631916,4,5
EIF4G2,protein,2,,,0.0,0.0011169392209677473,3.7591574346475605e-05,2,16
OPTN,protein,15,,,0.000680316720077729,0.0011045545515216398,0.0007773584519691761,8,5
ELAC2,protein,3,,,0.00034140278496357947,0.001118611465010917,6.570666326807727e-05,2,2
GFI1,protein,32,,,0.004106719898368122,0.0011254697465008067,0.0005835600780700523,7,0
ENAH,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
ETV5,protein,4,,,0.0,0.0011169470908111761,0.00011297295472085882,3,4
FAM105A,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
FAM46A,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
FANCE,protein,2,,,0.0,0.0011219812297423568,6.130594105256176e-05,2,4
FCHSD2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
FKBP1A,protein,6,,,1.5918295405433865e-05,0.0011210982055219034,0.00016513115311499974,4,3
FNDC3A,protein,3,,,0.0,0.0008524024429987367,0.00017831939406903443,3,3
FOXN2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
FXR1,protein,3,,,0.0,0.0011258392551726137,0.0001362495041213949,3,8
GAL,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
GCLC,protein,6,,,3.0231771417515237e-06,0.001112660122510539,0.00019669702416940632,5,4
HMG20A,protein,3,,,0.0,0.0007287228744615554,0.00034392568554204547,2,4
HMOX1,protein,5,,,0.0,0.0011151894769770416,3.070344220540431e-05,5,6
HNRNPA0,protein,4,,,0.0,0.0011170617782553822,0.00022066266268098755,4,6
IER2,protein,2,,,0.0,0.0008524024429987367,9.806394416653948e-05,2,4
INSIG1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
ITPKB,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
KCTD9,protein,2,,,0.0,0.0007292379707007584,0.00011119094073188044,2,2
KDM2A,protein,2,,,0.0,0.0007287228744615554,0.00014173277344375166,2,6
KIF1B,protein,2,,,0.0,0.0010549369134386735,7.01451539570228e-05,2,4
KIF20B,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
KLHL3,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
LAMTOR3,protein,2,,,0.0,0.0011152634504446675,6.485478054672899e-05,2,4
LPHN1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
LTA4H,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MANBAL,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MAP4K5,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MAPKAPK2,protein,4,,,0.0001726421089217189,0.0011263349785682912,6.306113978329622e-05,4,4
MARCH2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MARVELD2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MDC1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MED20,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MPZL1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
MSN,protein,8,,,0.00037264301889009346,0.0011281052203196652,0.00022825392610508448,5,5
NDUFC2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
NPLOC4,protein,3,,,0.0,0.0008277725274990654,0.00015977435691711143,3,8
NUAK1,protein,3,,,0.0,0.0011287999485006387,0.0001411933813756655,3,3
NUAK2,protein,2,,,0.0,0.0007287228744615554,0.00014078251121001195,2,3
OCRL,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
ODF2,protein,2,,,0.0,0.0007287228744615554,0.00014078251121001195,2,3
OSBPL2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
OTULIN,protein,2,,,0.0,0.0010775949364160186,6.17693748947406e-05,2,4
OXSR1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PAPD5,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PCGF2,protein,2,,,0.0,0.0007345700637619838,0.00013723433157714564,2,7
PDCD4,protein,4,,,0.0,0.0011287999485006387,6.206306560973606e-05,4,4
PEX19,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PHACTR2,protein,2,,,0.0,0.0010210447590441524,0.00010119870116194501,2,4
PHTF2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PITPNB,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PKN2,protein,2,,,0.0,0.0011076383324809416,6.157030264033283e-05,2,4
PPP2R5E,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PPP3CB,protein,3,,,0.0,0.0007287228744615554,0.00019270620318464132,3,4
PPTC7,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PRKAA1,protein,2,,,0.0,0.0007287228744615554,0.00010266428896362665,2,2
PRPS2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
PUM2,protein,2,,,0.0,0.0007287228744615554,0.00013432609548425984,2,9
RABL2A,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
RBM15,protein,2,,,0.0,0.0009761567832626313,9.101998285825768e-05,2,4
RERE,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
RFWD2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
RNF149,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
RYBP,protein,4,,,0.0,0.0007345700637619838,0.00029223907789012314,4,9
RYK,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SAMD1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SDCCAG3,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SENP2,protein,3,,,0.0,0.0008862006098337871,0.0001622096578708673,3,3
SERINC3,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SESN3,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SHOX2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SLC38A2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SLC39A10,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SLC7A1,protein,1,,,0.0,0.0011301295892739214,2.6276805433490177e-05,1,4
SNTB2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SNX19,protein,6,,,0.0,0.0011114240098112557,8.456278159126597e-05,6,4
SPOCK1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SPRED1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SPRED2,protein,2,,,0.0,0.0011148054210627929,6.128799410033235e-05,2,4
SPSB1,protein,5,,,0.0,0.0009698882053799653,8.020786433064997e-05,5,4
SRD5A1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
SRSF9,protein,6,,,0.0,0.0007345700637619838,0.0004017709754855085,6,8
STK24,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TCEAL8,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TIMP3,protein,1,,,0.0,0.0011047733878198499,2.7703899428241296e-05,1,4
TMEM2,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TMEM38B,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TMEM68,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TMEM9B,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TMTC4,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TOB1,protein,2,,,0.0,0.0007287228744615554,0.00014078251121001195,2,3
TP53TG3,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TRERF1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TRIM37,protein,4,,,0.00034229643263672204,0.0011000118631279959,0.000262013356703996,3,4
TROAP,protein,3,,,0.0,0.001082062242013305,0.00011248179036350318,3,2
TRPC1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TTC33,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
TUFT1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
UBE2H,protein,2,,,0.0,0.0007298961643381183,9.871234506617191e-05,2,2
UBE2J1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
UFM1,protein,2,,,0.0,0.0008524024429987367,9.806394416653948e-05,2,4
UHMK1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
UHRF1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
USP3,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
UST,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
WDR45B,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
YES1,protein,1,,,0.0,0.0011301295892739214,2.6276805433490177e-05,1,4
ZBTB33,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
ZFR,protein,3,,,0.0,0.0007345700637619838,0.00021103336575388848,3,9
ZMPSTE24,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
ZNF426,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
ZNF554,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
ZNF91,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
IGF2BP1,protein,1,,,0.0,1.7473353136466887e-05,0.00017470300489168413,1,54
ELF4,protein,7,,,0.0,0.0011261290026673611,4.712889487156632e-05,6,1
SNCA,protein,9,,,2.1612638443929833e-05,0.0011150715880371947,0.00010482108711015984,6,1
SNCB,protein,1,,,0.0,0.0011117970503318423,2.692703184283416e-05,1,3
ELN,protein,4,,,0.00034224568281361134,0.0011261630600755725,0.00010677597590813111,3,0
NID2,protein,1,,,0.0,0.0011096666324935008,5.430037248899412e-05,1,0
ELOVL1,protein,1,,,0.0,0.0003277994486884064,0.00010973981572755407,1,2
ELP2,protein,1,,,0.0,0.0010791666859159405,2.814044519896946e-05,1,11
ELP3,protein,2,,,0.000342771285207977,0.0010791796998886633,6.119863148200955e-05,1,11
GPS2,protein,3,,,0.00034035794250331114,0.000986812298738033,0.00022342737941536092,2,17
LMO7,protein,2,,,0.0,0.0009882071249450114,0.00010473131003386697,2,7
MYH9,protein,9,,,0.0008189878828592429,0.0011273387308182537,0.00017409316854947272,7,5
MYO1E,protein,1,,,0.0,0.000986789833806728,2.802403976423835e-05,1,7
NMI,protein,3,,,0.00034035794250331114,0.000986812298738033,0.00021701037706765876,2,5
SPTAN1,protein,4,,,0.0,0.0011064744651533356,0.00010039338774135061,4,0
EMG1,protein,2,,,0.0,0.0011163533416672664,0.00010975091814181598,2,3
EMR1,protein,1,,,0.0,0.001115292818390886,3.254710101463727e-05,1,1
GIPC1,protein,1,,,0.0,0.0011218712009782566,3.0051057005018623e-05,1,0
TGFBR1,protein,14,,,0.0014817418675224065,0.0011270133338777554,0.00021522248384946095,6,2
ENG,protein,10,,,0.0013179602356733437,0.0011282979233698755,0.00010675108629028805,6,0
TRIP6,protein,26,,,0.004261399972754424,0.0011270950661784703,0.0007689925596676261,9,2
ENO2,protein,2,,,0.0,0.001000159917422998,0.0002489914929728428,2,73
ENSG00000188223,protein,1,,,0.0,0.00014303008922485585,0.00013149211139006306,1,29
ERCC5,protein,4,,,0.00032940361041219966,0.0011267190126741501,3.235794169355863e-05,4,1
FOXG1,protein,1,,,0.0,0.0010724831326550692,3.8236328039930036e-05,1,1
NR3C2,protein,4,,,0.00011448533603635059,0.0011229767791495204,3.889037539002333e-05,3,1
EPB42,protein,1,,,0.0,0.0010634845564895911,4.438759742608384e-05,1,0
HOPX,protein,2,,,0.0,0.0010948332284152484,6.243857958826796e-05,2,0
EPHA4,protein,2,,,0.0,0.0008896951122425974,8.516948025363044e-05,2,1
EPN2,protein,1,,,0.0,0.0009594481097441401,4.697247388426753e-05,1,1
EPO,protein,3,,,0.0,0.0011130364495167161,4.687068895580144e-05,3,1
EPPK1,protein,1,,,0.0,0.0008326106183611503,5.0689483183291665e-05,1,5
HEXIM1,protein,2,,,2.035809523064999e-08,0.0011065795080954638,2.991300732596929e-05,2,0
EPSTI1,protein,4,,,0.0001756832001534372,0.001116188947509041,8.786507132801736e-05,3,0
ERAP2,protein,3,,,0.0006302476086583987,0.001127754853014375,6.431030927977348e-05,3,0
KCNA5,protein,2,,,0.0,0.0009309748465645202,0.00011493391073335126,2,2
MAPK12,protein,6,,,1.3720196795864838e-06,0.0011084023932749925,0.00013246487090298766,4,3
PDZD2,protein,2,,,0.00017117052539771793,0.0011217469057822672,2.7218791973245105e-05,2,2
ITCH,protein,18,,,0.0012359686228781668,0.0011234513306962299,0.0002098665205999325,7,1
