source,target,weight,interaction
TNFRSF11A,TRAF6,13.0,physical association
TNFSF12,TNFRSF12A,1.0,physical association
TRAF2,TNFRSF13B,51.0,physical association
TRAF5,TNFRSF13B,51.0,physical association
TRAF6,TNFRSF13B,51.0,physical association
TNFRSF13C,TNFSF13B,21.0,physical association
TNFRSF13C,TRAF1,4.0,physical association
TNFRSF13C,TRAF3,5.0,physical association
TRAF3IP2,TNFRSF13C,7.0,physical association
TNFSF14,TNFRSF14,2.0,physical association
TNFRSF17,TNFSF13B,21.0,physical association
TNFRSF17,TRAF5,51.0,physical association
TNFRSF17,TRAF6,51.0,physical association
TRAF1,TNFRSF18,7.0,physical association
TNFRSF18,TRAF2,7.0,physical association
TRAF3,TNFRSF18,7.0,physical association
TNFRSF1A,TRADD,16.0,physical association
TNFRSF1A,TRAF2,13.0,physical association
TRAF1,TNFRSF1B,14.0,physical association
TNFRSF1B,TRAF2,14.0,physical association
TNFRSF25,TNFSF15,1.0,physical association
TNFRSF4,TNFRSF9,23.0,physical association
TNFRSF4,TNFSF4,5.0,physical association
TRAF1,TNFRSF4,23.0,physical association
TNFRSF4,TRAF2,23.0,physical association
TRAF3,TNFRSF4,23.0,physical association
TRAF4,TNFRSF4,23.0,physical association
TNFRSF4,TRAF5,23.0,physical association
TRAF1,TNFRSF8,15.0,physical association
TNFRSF8,TRAF2,15.0,physical association
TRAF3,TNFRSF8,15.0,physical association
TNFRSF8,TRAF5,5.0,physical association
TRAF1,TNFRSF9,23.0,physical association
TNFRSF9,TRAF2,23.0,physical association
TRAF3,TNFRSF9,23.0,physical association
TRAF4,TNFRSF9,23.0,physical association
TNFRSF9,TRAF5,23.0,physical association
Pathogen,TLR4,1.0,recognizes
Macrophage,TLR4,1.0,expresses
Macrophage,CD40,1.0,expresses
Dendritic_cell,TLR4,1.0,expresses
Dendritic_cell,CD40,1.0,expresses
T_cell,CD40,1.0,expresses
B_cell,CD40,1.0,expresses
